id,saleprice
2571,332976.45996858925
2314,163379.00505121867
2647,82430.50547124888
422,358723.43817842053
2457,357159.86320524337
1838,213183.85451666964
2805,265333.0976588689
1645,174118.2167082401
1711,293808.2082505836
2825,265134.11074825237
322,335064.746229202
2103,282425.52199273044
342,129225.86191015365
600,83974.60427840683
488,202123.54190022172
1725,314433.3450443484
2246,261228.0367463627
2847,181055.40930776717
806,255852.61669628252
530,245334.73892242275
963,195146.77023236756
2678,64327.639198151184
171,83473.37522759591
2401,368488.5785040397
805,225860.36845846102
2259,228110.09996373882
1748,169610.22556418274
1361,152546.96619249508
1677,138838.96327806776
1406,147428.44727599923
2322,230333.53993853508
688,187328.5028853605
143,148529.38906383212
804,204612.10602157982
1214,180687.97752785985
2828,163259.00456231157
1999,226607.118551529
2467,207468.3446555955
2665,174908.42024915642
1538,338634.37336337916
398,95902.78105340828
2822,144324.58156340988
2157,147851.19689125335
1856,184980.3348992942
1269,85666.12605456938
2570,119705.35164194205
2320,251732.35107110953
1517,130116.29883350874
2304,120363.76080852165
1312,85919.91870942153
2012,123654.49690322718
506,219055.80096328026
2865,197169.1501334752
2367,115347.7581513566
554,95652.37629679637
238,144972.09035429917
1954,102259.23674003687
2488,155446.17576144193
2291,91871.68085166067
1969,79511.80790461716
2725,170910.39939776715
1482,148480.57364457357
2763,208426.7614233971
503,247692.03247797024
1584,238459.71777353156
1531,153706.9963935183
2210,180703.4653810733
459,318789.3839132264
556,129881.74816011637
1347,159873.73518476263
1290,67430.47060815059
1388,103353.86131841969
1571,190399.97217190475
2754,216404.55861023092
765,131606.88842713716
2494,122327.84180171345
2870,196984.47299793316
7,232228.459026061
1114,244002.38512296788
2418,286222.3160202103
291,134563.35247471603
18,336318.0527493693
39,319952.81171485083
1001,277223.5005864904
2442,248569.90003905073
616,115939.82409277558
2680,36248.097631213954
1414,108305.05187517754
289,136149.19053844945
40,272431.911226796
860,122683.66162081435
409,131050.53110590344
673,177326.79142530845
2427,188042.6972971172
2036,226822.0126309034
2564,152420.01615299145
642,204640.9766374696
1008,181224.13316938817
1908,153491.25403063302
2519,215506.59870572784
1369,78942.67759662075
2855,177264.14142368245
712,68247.25900138309
1943,106389.45130696031
1958,133315.44109858992
107,164350.4371936405
2295,208502.1029606897
704,106665.50724035618
676,121213.2076591556
259,187785.46921500075
93,289628.5692384031
106,247309.07461715024
2315,189080.99180412455
1050,105224.865739292
1095,190056.0594196096
2709,136601.86837833887
758,183826.8170646401
1496,168913.24841721868
2370,138209.58652474778
2458,266579.0683036058
2733,128639.97613026877
161,301522.00345600117
726,166192.25158732967
845,227561.76339759165
947,265464.2136167139
2232,124886.28820340382
2563,152468.15960605885
2299,166614.32932210993
211,95998.72343326779
605,204760.08497343166
1478,219408.4233997329
2247,263479.53998845536
2274,211625.0222334941
2869,192258.75760063925
967,235634.57053645793
2656,110477.51380642294
667,262104.8424306363
1042,118842.82182869292
2023,171572.63649192872
2447,362218.76104394207
2055,118252.17972694524
2275,286573.3872993784
2204,174876.87584696896
1563,261603.63685433078
483,217840.70088025113
796,121861.75056155259
1526,145768.74737515184
2042,182331.44410596276
442,316559.7470216772
1693,303923.2103225924
1468,221944.24851805507
1430,185730.49533815729
2605,190520.60300146416
1529,180501.94209452835
335,138728.51871195715
1287,146264.62728917552
31,103387.9963642899
1785,268487.2042298219
82,163427.26404597098
2620,136029.61205417593
252,212217.35760408058
721,43398.841522964416
2165,191181.5678049717
2316,170489.36125323037
775,125685.28362056054
1558,92848.06689235801
17,223828.69259438175
1022,247647.01689076354
925,107571.05502383783
438,291061.6877944083
1270,150944.5484537906
1272,120299.18676874111
215,129993.55419611186
266,229438.57888005394
2402,265760.66487566195
1250,124560.90421912214
1984,123274.05875461502
1279,154544.3581109678
377,276276.8630024961
1252,140222.21286285855
2156,269493.84042371344
499,308795.1624961435
1374,100980.93394935597
2898,283371.79419122264
401,98626.40205647144
2721,192634.6828806114
2078,250560.27850300306
2589,119142.87092160061
1946,259020.309999065
1334,126969.33690184308
2781,247698.61323080352
431,361862.8769268843
576,215143.81518421043
1474,214514.7759587271
2254,153709.26028659544
2155,289350.0065155567
885,78317.58232054929
643,137076.40309493756
1944,123099.12313413061
480,201369.81812992902
2845,104375.65616416349
2387,290614.578001854
2407,214737.20257605985
2527,160818.5144725605
2514,156630.55970731145
629,193961.8314575923
80,216444.65779103758
1876,132074.6989005122
1546,137839.4269907279
2518,177771.24040316185
2347,166289.05794717371
783,194039.6955268043
1322,43431.28125067451
194,54664.12833407428
1770,290720.08633271814
2143,130539.25553403376
1229,217718.52204509173
511,286936.90521169454
46,216514.8189775846
1348,182221.70632563112
2465,205050.8535765689
387,244673.408246062
873,217041.29004484508
1918,113610.84484108188
2764,239156.49890910555
2184,132193.0035337829
934,150946.57043541782
1920,134965.71378152352
2631,149072.20712207118
1768,501832.8551812256
2040,119200.93860553391
1749,224894.85693260375
834,229833.65424840408
1457,262293.7328687804
79,119804.88267605565
2302,107793.45647375192
1817,124194.20153037645
2755,259415.57436462468
359,164639.93732721847
2059,107254.02064916654
2092,247176.8368314118
2516,257038.70068149152
150,112816.25776243256
1656,143232.3370258161
83,104806.72875435418
2411,186914.40900357557
795,52098.09982732753
2312,254453.30213427427
2917,68826.75412284373
1624,185723.25862391572
2215,320053.61713778623
1211,156712.6766659338
1485,148480.57364457357
1024,160040.83018267946
570,204071.78702631872
2874,137810.93198831612
700,173787.39663621783
2756,239824.7275814691
2022,210497.8772495319
583,228109.86730760476
2392,300167.7000617001
2424,213580.6776771755
212,123666.25176478131
736,129226.10320624849
1610,175011.86049920646
890,126116.04863891704
467,169792.41193760908
578,259743.7181409886
1747,175827.41034058062
1149,173030.23191812402
2758,250391.66590742627
857,125070.58759173355
2219,281968.5264098272
733,109051.65463154949
2909,118851.01206835546
1798,283174.45702500804
235,121780.02742711222
2366,140749.19441840658
1027,134815.9385692235
1195,135932.69872735394
1303,-11293.222083915956
148,191863.16001721285
608,159429.58075681678
2515,198050.20305604278
821,280216.25269962545
2500,286132.4275475347
745,119811.64775449014
741,141458.45973589108
1611,130005.29431321542
2532,109734.32742864778
1081,227406.87361337198
1692,386630.1734643951
2520,193568.83262876607
276,114579.68561558565
1992,136934.9209899844
663,-9402.94388637226
418,146580.3010761435
1733,180149.27404191392
2359,146928.5139185032
253,208935.44944709353
1518,177256.22168331593
2035,144248.55085801543
2919,76033.95280934474
1540,225194.02994928253
2120,160270.82209640904
1674,192283.51988909836
256,149932.11032165214
2361,87989.48375991848
978,62829.67128026462
2280,168118.70447220025
2095,227788.07215478178
1709,308347.0609215738
2801,249517.62530417298
1246,89858.39969035727
2373,115975.03437036718
1055,276902.09451853577
2017,114086.96863907599
1099,273085.1343519869
1344,76184.5873823918
835,191208.48800637084
1117,226686.59444031655
2043,69491.74761088379
2085,120544.38914461271
410,161119.86355105648
2650,106330.7206029999
2867,170105.81790374196
1668,114869.28781228699
1161,180886.0972326747
2122,173927.98059067782
2539,150098.4194148234
1047,143916.5512488857
1445,120806.39709092607
541,143581.73851587926
569,242190.55606711446
1276,119614.06817330047
918,146025.16397478618
326,182578.79939812073
1936,121501.14269940741
895,84805.83288343484
257,143365.71377053368
1241,194742.08512704307
1545,126187.64688953105
1189,178701.68798056082
270,148480.57364457357
2066,208970.59531111317
693,100285.12377967965
1259,177557.42553070653
2916,159310.8349433965
2321,296293.8979764432
1977,99682.1364336852
1895,169548.36490542558
1240,165739.06263050763
85,153257.63099762262
1823,119273.11070266203
825,288485.3478259854
110,232509.29768437473
697,112385.26453870488
2297,87755.9759453882
1231,137874.85138442484
1355,145164.3872966927
968,315222.24027585867
584,234669.4338024566
1315,127382.23749373807
1606,141647.55222039903
206,106116.5073055937
1685,310386.593262129
2016,144309.06845433987
869,230651.6450361414
2135,116719.53896408039
2346,168891.1888288553
2430,231208.54311574227
2198,75103.78378409287
2652,116714.68016536487
27,100210.68109396053
241,180868.14253227017
906,113472.10645873379
1506,100748.71608370217
2098,344723.3666548217
1435,219612.47547953017
2213,99297.04277653596
1274,128693.62903821375
743,773.8867621882819
1737,208427.58870652132
2797,275142.9253592293
2185,49817.47783646546
58,171104.5765654766
830,208878.7529697232
808,128850.08960721572
680,185212.8977916774
1153,109121.61654661247
1291,158098.24677864416
1818,177389.55460786074
2161,196898.22616886487
1883,126542.9749599495
350,354263.07826399757
2473,164541.27051436482
295,196889.94026950467
293,213774.30232876772
859,110665.89040436898
288,41263.76331245899
1578,136409.90535575058
102,171692.19540926348
2831,194379.50265272893
1030,186355.08378408104
2551,142722.7929842081
1286,133882.62969680782
958,299752.71847706614
776,120671.9241999553
72,210132.60009152535
2263,266107.4752686019
1866,151976.91023931466
2876,44925.41917593544
2146,286270.63853245624
103,182534.39723830926
1500,162861.48020125716
492,189412.1039380678
167,142129.01071215305
2597,113416.36630876386
2685,105852.6935769748
1035,151256.25518964045
1220,18412.708134477958
2602,129830.24717826257
2159,222305.21779811988
695,160734.93123172084
1109,251265.89747229498
640,199912.15218922193
1652,146959.7538960271
2090,201556.84200821468
1188,228974.28749175905
2345,247099.09186658217
1059,377780.1413693654
2751,260709.06139596365
128,224879.30431010202
1523,173069.48890160117
2925,166658.81893371884
2145,320601.6921955687
1121,240021.6422976018
566,327127.64973729383
565,220902.74371179286
1331,137483.56910985848
2928,118338.41414553812
156,142695.8945059909
797,171985.34934989223
327,89983.55059169978
2859,147236.2106460079
1453,101977.6796948933
1762,342426.1091790418
1868,213139.15064159827
1760,189864.3690638959
1113,271149.59373929957
1812,197030.89362259116
117,176330.2881091421
1142,222034.9252541964
2342,327381.94343478046
927,129399.38452462037
2478,212434.20705762762
655,59266.32806362491
2064,110976.85891843028
369,229894.69937947346
2239,122667.28873246047
2732,223214.57443781197
1653,162356.39440370398
959,222023.5371427976
2395,316362.5255962175
1412,97769.80503521883
271,265333.1202609716
1484,148480.57364457357
1497,145924.19509652257
552,171726.7845680071
2,127357.35647535487
1855,300680.6014823031
4,275364.14694564
2292,159646.91808376648
134,138952.19037345774
646,108482.44735238259
42,297326.6403293067
532,239841.9563374268
713,98261.5830643666
2561,128206.24368583923
2360,132311.38614907023
1333,127227.52047035214
1407,198869.8322183278
2892,278525.78912130836
574,234289.26426277845
1227,203277.5235251868
2591,248682.85888600233
1476,221730.22894337238
1125,265299.1037326292
1446,113647.10484576575
408,110507.3653274707
1101,287294.37329416117
2251,186816.42477770126
373,204339.82666202122
2554,109165.5562291462
2382,277673.59184508026
1985,64525.79092131741
519,232608.49360321648
1093,198842.76757883
864,273663.5235233032
2889,152175.01200538455
2308,225340.62770258868
986,157493.6755818897
1302,157808.09298201138
585,161274.0005724621
2708,157293.48048399435
147,138824.70900167106
1441,229273.98207154055
383,169304.92435025936
285,183746.62566842628
181,118341.04393545655
358,160011.0701971408
780,194533.0355317099
258,209419.00888068834
1865,234508.88554126583
692,144679.93345457967
2902,318888.591181624
508,293606.99096755334
2638,158642.60012909467
36,158958.35795361246
611,190941.92369056866
2281,120414.86227356829
1678,138838.96327806776
1696,403307.2090987521
1557,74637.78856277117
2180,152133.22881576628
1726,232156.44506869605
951,138635.34631121717
267,247807.55685192905
2706,141692.51266131294
2221,222304.99559389497
1357,195483.74484704412
2901,300445.7779455951
347,183868.57246911828
2164,199504.84524112474
1586,304515.07101224735
360,166520.1874126345
1769,237061.437350787
2617,151282.0245998334
1879,182508.56567658158
991,232243.3339356915
1535,122063.40733233816
1191,181902.80060552317
1579,211909.25233547343
1882,144703.06832108437
1510,128622.34396277787
2196,192369.5715748442
1845,171692.19540926348
2336,335968.0396897092
942,90205.60647737933
861,115120.8225922198
2555,94173.4780583498
1392,157389.4533417856
2099,282425.52199273044
1543,131603.8676338389
948,290131.11243547034
1239,169927.41226193542
22,172401.92637135764
2796,263372.1398830917
2747,172259.19226952433
92,292918.75213880464
210,172398.72487184778
1858,225915.2587585461
2228,197647.9882497522
447,240530.64120765263
827,250724.7627107373
1649,211026.52459351206
682,144989.9531552007
2698,121899.0918000685
494,170998.80521729402
214,114813.68890547962
2441,251971.92426986992
2679,105799.24447553209
1336,119992.52359588258
465,185422.3220900162
1524,117534.672420474
2543,112949.5091111681
631,129523.18440412218
2452,307956.2879878585
228,145929.90491594397
126,187357.63609247236
1092,215005.54975603404
1122,219155.65022158902
932,223150.51184657123
1980,74520.45604500896
2171,103706.63650604873
551,153692.4437890011
2768,177712.2945325945
2056,112605.41566420626
1159,363683.63287309883
2645,123258.59196781134
1174,180081.3357692454
2266,214011.84064653516
2462,363675.89259856194
1219,143140.63156520948
2922,222951.66704862146
118,152503.11621579435
474,186121.91414663708
2576,175977.91071482608
872,283995.816427313
1077,234377.19426790718
1536,140846.17912471178
1150,120638.88815262029
2341,294866.6597962077
1931,141110.35493285395
2785,118583.74287239695
2538,123629.83559693955
597,230364.8318779627
464,201401.41167519335
233,237974.81720622303
2169,117864.87370010163
2123,157951.45132710133
1867,180755.2425507938
137,289554.8547276147
515,234867.2896729475
933,131080.26222870103
2784,166501.74874223326
972,170549.77205678658
599,169547.8751720672
2614,117924.51595049072
2582,134585.30464013643
1409,153914.9722724813
175,87481.79801062634
352,239339.69815482432
976,75550.45083400747
2134,208593.53849610267
984,100646.13162175869
2396,320929.43251518067
1673,152594.12300139805
404,138861.06415844616
607,178084.7680602353
814,178637.56721684663
868,214186.542178998
2271,209255.23325609835
1633,243804.01995663112
337,207641.93641866022
2765,172926.41923407442
1746,236823.78366436274
368,324965.24706477555
2806,219223.80375666823
1662,196340.10378722195
1234,211963.62856486812
1373,137453.4590691605
1672,98529.5317845908
1939,109351.2466387013
